Name,Age,Gender,Country,State,City,Parent Occupation,Earning Class,Level of Student,Level of Course,Course Name,Assessment Score,Study Time Per Day,Material Name,Material Level,IQ of Student
Student_746,6,Male,Canada,California,New York City,Doctor,High,10,9,Math,9,3.715449615578062,Interactive Session,3,110
Student_747,9,Male,India,New York,Mumbai,Business,High,11,8,English,11,2.922132101459598,Online Course,2,87
Student_748,18,Male,UK,Maharashtra,Houston,Other,High,10,6,English,15,1.9564361159677868,Video,5,127
Student_749,12,Male,Australia,Texas,Mumbai,Business,Middle,8,10,History,16,2.3772805812524553,Interactive Session,4,93
Student_750,15,Male,UK,New York,Los Angeles,Teacher,Low,4,11,English,83,4.307165727023724,PDF,2,92
Student_751,18,Male,UK,Texas,Mumbai,Other,Middle,9,11,History,32,2.2581985027800604,Interactive Session,4,128
Student_752,15,Male,Australia,Texas,New York City,Doctor,High,11,12,English,9,4.6316299099300515,Online Course,5,93
Student_753,17,Male,USA,New York,Los Angeles,Engineer,Low,12,5,Science,75,2.026717595515582,Online Course,4,107
Student_754,17,Female,India,Maharashtra,Mumbai,Teacher,Middle,9,1,History,60,2.6094093171831108,Interactive Session,3,97
Student_755,7,Female,India,Maharashtra,Houston,Engineer,High,10,1,History,37,3.7650311749702956,Video,3,96
Student_756,8,Male,UK,Ontario,New York City,Business,Low,7,11,Math,10,4.7296926874924585,Video,2,99
Student_757,7,Male,Australia,California,Mumbai,Other,Low,6,7,English,54,3.5786930311921954,PDF,3,115
Student_758,14,Female,India,Texas,Toronto,Engineer,Middle,6,12,Computer Science,53,1.5168219797771914,Book,3,131
Student_759,6,Male,Australia,Texas,Toronto,Engineer,Low,1,1,English,81,2.042557527626105,Video,3,115
Student_760,15,Male,India,Texas,Houston,Engineer,Middle,10,11,English,95,2.9550293993307895,Interactive Session,3,115
Student_761,6,Male,Canada,Ontario,Los Angeles,Engineer,Low,7,7,Science,97,4.870229039188332,Interactive Session,4,98
Student_762,12,Male,Australia,California,Mumbai,Business,Middle,11,4,Math,49,3.011934761786503,PDF,1,106
Student_763,15,Male,UK,Maharashtra,Mumbai,Doctor,Middle,12,2,History,81,4.544512634533708,Interactive Session,5,95
Student_764,14,Female,Canada,Maharashtra,Los Angeles,Other,Low,3,7,Computer Science,19,2.6283430754472965,Video,3,137
Student_765,15,Female,Canada,Maharashtra,New York City,Teacher,Low,6,3,History,29,4.994842478830979,Online Course,2,106
Student_766,14,Female,Canada,California,New York City,Doctor,High,10,7,Science,12,1.6693915885204986,Book,2,115
Student_767,17,Male,Canada,Texas,Toronto,Teacher,Low,8,12,Science,55,2.056072335371031,PDF,2,131
Student_768,12,Female,Canada,New York,Toronto,Doctor,Middle,10,5,Math,99,1.9425912136233645,Interactive Session,2,81
Student_769,18,Male,USA,New York,New York City,Engineer,High,2,2,English,70,3.312992787410387,Interactive Session,1,133
Student_770,9,Male,India,Maharashtra,Houston,Other,High,11,12,History,55,0.6528320488798218,Online Course,2,103
Student_771,13,Female,UK,Ontario,Houston,Engineer,High,3,10,Science,20,4.316624135217657,Book,2,100
Student_772,18,Male,USA,New York,Mumbai,Teacher,High,2,11,Math,40,1.9728965289984832,Online Course,5,94
Student_773,8,Female,India,New York,New York City,Other,High,9,11,Math,47,3.0377512883550106,Online Course,4,97
Student_774,11,Female,Australia,Ontario,Houston,Engineer,Middle,7,7,English,22,4.828410033618022,Video,5,104
Student_775,7,Male,India,California,Toronto,Teacher,Middle,5,1,History,42,0.6800407464763916,Online Course,4,124
Student_776,9,Male,UK,Texas,New York City,Doctor,Low,9,1,Science,34,4.169325746073967,Online Course,4,134
Student_777,10,Male,UK,Texas,New York City,Other,Low,12,4,Computer Science,51,2.338766115086071,PDF,4,132
Student_778,8,Male,India,Ontario,Houston,Other,Middle,10,5,Computer Science,33,0.5085629867215367,PDF,4,133
Student_779,17,Male,Canada,Maharashtra,Mumbai,Business,Low,2,11,History,48,2.316777497908209,Book,1,111
Student_780,10,Male,Australia,California,Toronto,Engineer,Low,4,11,English,0,1.6362304759160258,Video,4,127
Student_781,16,Male,USA,Ontario,Los Angeles,Business,Low,6,12,English,95,0.5007726802273946,Book,4,83
Student_782,13,Female,Australia,California,Mumbai,Business,Middle,9,1,English,71,2.784314839519831,Interactive Session,1,136
Student_783,18,Male,USA,Maharashtra,Mumbai,Teacher,High,6,4,Science,47,2.794683826639281,Book,4,100
Student_784,17,Male,USA,California,Mumbai,Doctor,High,10,5,Math,8,2.536170805645605,Interactive Session,4,103
Student_785,17,Female,USA,California,Los Angeles,Engineer,Middle,4,4,Science,96,4.650912375938678,Video,4,126
Student_786,8,Male,USA,Ontario,New York City,Other,High,3,3,Computer Science,66,3.2362140543730535,Interactive Session,2,98
Student_787,13,Female,Australia,New York,Houston,Other,Low,3,11,Computer Science,17,1.514535188991137,Interactive Session,5,93
Student_788,15,Female,USA,Ontario,Los Angeles,Other,Low,1,9,History,20,1.3100726835820122,PDF,3,103
Student_789,9,Male,UK,Texas,Houston,Engineer,High,9,6,Science,18,2.4699973089665415,Online Course,5,135
Student_790,12,Female,Canada,Ontario,Mumbai,Doctor,Middle,3,3,History,6,4.605985870505804,Interactive Session,5,84
Student_791,15,Female,Australia,Ontario,Los Angeles,Engineer,High,5,12,Math,44,4.222669814726807,Online Course,4,98
Student_792,12,Female,Australia,Texas,Los Angeles,Teacher,High,10,12,Science,3,4.031656908600278,Online Course,5,88
Student_793,16,Male,India,Ontario,Houston,Doctor,High,5,7,Science,37,1.0281743547121323,Book,5,81
Student_794,17,Male,India,Texas,Los Angeles,Teacher,High,12,11,Computer Science,69,3.8160062713774607,Book,5,91
Student_795,16,Male,Australia,California,New York City,Doctor,Middle,6,10,Computer Science,9,1.6511757538324505,Video,5,83
Student_796,17,Male,Canada,New York,New York City,Teacher,High,1,2,History,75,4.266499047466511,Video,4,124
Student_797,18,Female,Australia,Maharashtra,Houston,Other,High,10,10,Science,64,0.6800664245880905,Video,2,92
Student_798,8,Male,Canada,Texas,Los Angeles,Engineer,Low,2,12,Math,16,2.510239000067631,PDF,2,111
Student_799,8,Male,India,Ontario,New York City,Doctor,Middle,6,11,Math,70,3.2843063705219087,Video,2,127
Student_800,10,Male,Canada,Texas,Houston,Teacher,Low,1,6,Science,88,2.988633408017277,PDF,4,138
Student_801,18,Female,Australia,Ontario,New York City,Business,Middle,2,6,Computer Science,66,4.8204907130460795,Video,4,118
Student_802,10,Female,Canada,New York,Houston,Teacher,Low,12,3,Computer Science,92,1.0261947122576216,Interactive Session,3,101
Student_803,13,Female,Australia,New York,Mumbai,Doctor,High,8,3,Computer Science,58,4.038782007392831,PDF,4,126
Student_804,11,Male,UK,Texas,Mumbai,Doctor,Low,11,6,Math,98,1.891613933267843,Interactive Session,5,121
Student_805,8,Female,India,Maharashtra,Toronto,Doctor,Low,11,5,Science,59,2.92509654089012,Video,1,140
Student_806,6,Female,USA,California,New York City,Teacher,High,1,4,Computer Science,33,2.0207391948254836,Online Course,3,121
Student_807,13,Female,Canada,California,New York City,Business,Low,3,4,History,3,4.347345549178648,PDF,3,85
Student_808,10,Male,India,Maharashtra,Los Angeles,Doctor,High,10,6,Science,40,1.018332486157724,Online Course,5,134
Student_809,11,Female,UK,California,Houston,Doctor,Low,1,8,Math,45,3.5006176264376094,Interactive Session,3,113
Student_810,7,Male,USA,Maharashtra,New York City,Other,Middle,1,7,Math,17,0.6531150513287721,Video,5,101
Student_811,11,Female,Australia,New York,Mumbai,Engineer,Middle,7,7,Math,25,2.5752706850723808,Interactive Session,2,137
Student_812,11,Male,USA,Texas,Toronto,Engineer,Middle,4,12,Math,29,2.0079928961915705,Video,5,105
Student_813,6,Female,UK,New York,Houston,Doctor,Middle,8,5,Science,66,0.6566010944711684,Book,1,86
Student_814,15,Male,Australia,Ontario,Los Angeles,Business,Middle,10,12,Science,47,1.6221914750418607,Interactive Session,5,87
Student_815,13,Male,India,California,Houston,Engineer,Middle,7,4,Math,78,2.794212033869058,Book,4,116
Student_816,8,Male,Australia,Texas,New York City,Doctor,Middle,5,9,Computer Science,97,3.213905757595721,Interactive Session,4,136
Student_817,13,Female,Canada,Maharashtra,Los Angeles,Business,High,2,7,Math,62,1.548835942279647,PDF,4,95
Student_818,18,Male,UK,Texas,New York City,Business,High,5,8,Science,28,1.8126954483389515,Video,3,140
Student_819,11,Female,Australia,Maharashtra,New York City,Teacher,Low,2,2,History,91,0.8236717585482656,Online Course,2,120
Student_820,14,Female,UK,California,Mumbai,Other,High,9,6,Math,33,1.002209951348428,Book,4,128
Student_821,12,Male,Canada,Texas,Toronto,Teacher,High,12,4,English,46,1.7786491843996677,Interactive Session,2,105
Student_822,11,Female,Australia,Texas,New York City,Engineer,Middle,6,4,Science,86,2.625243869399688,Interactive Session,3,97
Student_823,18,Female,USA,Maharashtra,Houston,Engineer,Middle,7,1,Science,57,2.346470571839949,Online Course,2,127
Student_824,11,Female,UK,Ontario,Houston,Teacher,High,10,6,Math,36,2.042358641172105,PDF,2,138
Student_825,15,Male,Canada,California,Los Angeles,Other,Low,11,3,Computer Science,56,1.8956505361126244,Interactive Session,5,102
Student_826,9,Female,Australia,Ontario,Toronto,Other,Middle,10,6,Science,45,3.4211960764520657,Online Course,3,104
Student_827,18,Male,Canada,Ontario,Mumbai,Engineer,High,12,4,History,11,4.040529635862656,Interactive Session,5,84
Student_828,10,Female,Canada,California,Los Angeles,Other,Middle,11,8,English,36,4.775721885954506,PDF,2,101
Student_829,10,Male,UK,Maharashtra,Mumbai,Teacher,High,1,4,English,11,3.6859300154707793,Online Course,3,126
Student_830,16,Female,Canada,New York,Houston,Doctor,High,1,10,Math,65,4.6749209532745954,Book,2,110
Student_831,8,Male,Australia,California,Houston,Engineer,Middle,5,8,Math,81,2.922534178489714,Online Course,2,107
Student_832,17,Male,USA,Maharashtra,Toronto,Business,High,6,1,Science,78,3.646015172948964,Online Course,1,116
Student_833,16,Female,India,Maharashtra,Houston,Doctor,Middle,10,7,Computer Science,96,3.3151107930993264,PDF,2,140
Student_834,10,Male,USA,Texas,Toronto,Teacher,High,9,3,English,36,1.228921984599981,Book,1,82
Student_835,6,Female,USA,Maharashtra,Mumbai,Other,Low,9,4,History,19,3.4649848328897317,Video,4,82
Student_836,10,Female,UK,California,New York City,Other,Low,5,6,History,98,4.760351604722996,Interactive Session,5,90
Student_837,12,Male,Australia,Ontario,Los Angeles,Engineer,High,4,12,Science,72,3.231651380785805,Video,4,125
Student_838,9,Male,UK,California,Los Angeles,Business,Low,5,12,Math,20,1.7258393340015519,Book,4,139
Student_839,18,Male,UK,Texas,Houston,Doctor,Middle,11,7,History,32,2.867426105976962,Book,2,120
Student_840,8,Male,Canada,Maharashtra,Toronto,Business,Middle,9,8,Computer Science,88,0.8939356453371955,Interactive Session,1,88
Student_841,8,Male,India,Texas,Toronto,Other,Low,5,7,Math,84,0.6516012050383546,Online Course,3,113
Student_842,6,Male,Canada,Maharashtra,Toronto,Engineer,Middle,7,8,Math,15,2.4215006157424526,PDF,5,107
Student_843,7,Male,USA,New York,Houston,Other,Middle,10,1,Math,86,1.6688535651285983,Online Course,1,140
Student_844,6,Male,UK,Ontario,Mumbai,Doctor,Low,6,12,Math,82,2.4723756089415927,Interactive Session,2,114
Student_845,9,Female,India,New York,Toronto,Engineer,Middle,2,4,English,55,3.575213915304018,PDF,3,137
Student_846,7,Male,USA,Ontario,Mumbai,Other,Low,4,5,Science,82,4.969072119804272,Interactive Session,2,88
Student_847,10,Male,Canada,California,Los Angeles,Engineer,Middle,11,3,History,60,4.942214875522116,Video,4,127
Student_848,12,Male,Canada,New York,Houston,Business,Low,6,12,English,86,2.6180551755333803,Interactive Session,1,115
Student_849,11,Female,India,Texas,Los Angeles,Engineer,Middle,6,9,Computer Science,29,1.2471764456778927,Book,3,107
Student_850,11,Female,Canada,Maharashtra,Mumbai,Other,Low,4,4,History,82,4.09015098885308,Book,5,140
Student_851,13,Female,UK,New York,Mumbai,Teacher,Low,8,6,Science,83,2.1047195227551603,Video,4,122
Student_852,13,Female,UK,Texas,Toronto,Teacher,Middle,4,6,Math,73,1.2476514100748488,Online Course,2,104
Student_853,6,Female,Canada,California,Mumbai,Other,Middle,9,2,Science,20,1.9011952047178267,PDF,3,99
Student_854,13,Male,UK,California,Los Angeles,Business,Middle,10,8,Science,3,4.864713329669315,Online Course,1,100
Student_855,15,Female,Australia,Ontario,Houston,Teacher,Low,12,6,Science,99,0.7417618889502093,Online Course,5,139
Student_856,7,Female,USA,New York,Toronto,Other,Low,6,11,Computer Science,40,3.2919210284922373,Interactive Session,5,126
Student_857,12,Female,Australia,Texas,Toronto,Teacher,Low,4,9,History,88,1.2369820468356973,Book,5,125
Student_858,16,Female,India,New York,New York City,Engineer,Middle,6,3,History,98,1.9532299339214838,Book,5,114
Student_859,11,Female,Australia,Texas,New York City,Teacher,High,4,7,History,46,1.8766876708804214,PDF,4,106
Student_860,11,Male,UK,Ontario,New York City,Teacher,High,6,1,Science,47,4.021716002625137,Interactive Session,3,111
Student_861,10,Female,USA,New York,Los Angeles,Other,Middle,6,8,Science,14,4.0427934374665355,Interactive Session,3,104
Student_862,18,Female,USA,Texas,New York City,Doctor,Middle,7,2,Math,28,4.290890525269506,Book,5,117
Student_863,14,Female,India,New York,Mumbai,Doctor,Low,9,6,English,55,3.26059508579259,PDF,4,115
Student_864,8,Male,USA,New York,Houston,Engineer,High,11,12,Computer Science,76,3.388028837553479,Book,3,103
Student_865,13,Female,UK,California,New York City,Engineer,Low,3,8,Science,64,4.612525777360675,Interactive Session,2,114
Student_866,11,Female,USA,New York,Mumbai,Teacher,Middle,11,7,History,68,1.9934980290570612,PDF,1,113
Student_867,6,Male,UK,Texas,Los Angeles,Teacher,High,5,7,History,15,2.232269536847913,Book,5,140
Student_868,15,Male,Canada,Ontario,Toronto,Engineer,Low,9,3,Computer Science,85,0.8002616494563112,Interactive Session,1,117
Student_869,13,Female,India,Texas,Toronto,Other,High,11,8,Science,73,3.367529047804218,PDF,1,122
Student_870,8,Male,Australia,Maharashtra,New York City,Teacher,High,2,3,Computer Science,99,4.4738789805892525,PDF,1,92
Student_871,13,Male,Canada,California,Toronto,Teacher,Middle,1,1,Science,80,1.1302504922151018,Video,5,107
Student_872,12,Male,Canada,Ontario,Houston,Other,Middle,5,1,English,84,4.150446219963706,Online Course,3,86
Student_873,18,Male,USA,New York,Mumbai,Engineer,Low,6,1,English,99,2.737721206360343,Video,3,135
Student_874,17,Male,India,Maharashtra,Los Angeles,Business,Low,1,10,Computer Science,89,4.671054135913242,Online Course,4,93
Student_875,8,Female,Australia,California,Houston,Doctor,Middle,4,4,History,27,4.850163897483725,Interactive Session,3,127
Student_876,7,Male,Australia,California,Los Angeles,Engineer,High,4,8,History,3,1.6151261909462409,PDF,3,116
Student_877,15,Male,UK,California,Los Angeles,Engineer,High,1,4,English,5,4.582664782440859,Online Course,1,108
Student_878,18,Female,USA,New York,Houston,Engineer,Low,10,10,English,30,4.263581464122137,Book,4,132
Student_879,12,Female,India,California,New York City,Doctor,Low,3,9,History,1,2.80243735776762,Book,5,116
Student_880,9,Male,Canada,Texas,Houston,Business,Low,6,1,Science,50,3.4089362600165956,Online Course,4,93
Student_881,7,Female,Australia,California,Houston,Other,Middle,3,2,Computer Science,65,4.619561957247967,Video,2,86
Student_882,14,Male,Canada,Texas,Toronto,Doctor,Middle,6,2,Science,58,1.1027140929167187,PDF,1,129
Student_883,7,Female,USA,Maharashtra,Toronto,Engineer,Low,11,7,Science,68,2.419302422465831,Video,2,120
Student_884,15,Female,UK,Ontario,Toronto,Teacher,Middle,9,12,Math,87,1.4024301349523376,PDF,3,83
Student_885,7,Female,Australia,Ontario,Los Angeles,Engineer,Low,5,1,English,88,3.897064428875365,PDF,2,98
Student_886,7,Male,Australia,Texas,Mumbai,Business,High,8,8,Computer Science,74,1.5481685666552005,PDF,5,84
Student_887,13,Male,UK,Ontario,Mumbai,Teacher,Low,9,3,Science,70,2.084682501672952,PDF,3,124
Student_888,11,Female,Australia,Ontario,New York City,Other,Low,7,2,Math,84,4.6518029676374955,Interactive Session,3,113
Student_889,8,Male,USA,Maharashtra,Los Angeles,Engineer,Middle,2,1,English,60,1.5539484901118297,PDF,2,106
Student_890,12,Male,USA,New York,Los Angeles,Teacher,Middle,10,9,Math,70,4.780241250848183,Book,1,92
Student_891,6,Female,India,New York,Los Angeles,Doctor,Middle,7,7,Math,79,3.541656056962723,Online Course,2,116
Student_892,11,Female,USA,California,New York City,Other,Low,5,10,Math,50,1.2442939158503779,Interactive Session,5,119
Student_893,15,Male,Canada,Texas,Houston,Teacher,Middle,1,12,Science,49,1.3525898026746883,Video,2,126
Student_894,9,Male,Canada,Ontario,New York City,Teacher,Low,4,12,Science,56,3.620303782320967,PDF,1,138
Student_895,18,Male,UK,California,Mumbai,Engineer,Low,9,8,Computer Science,45,4.969482819970294,Book,5,128
Student_896,9,Male,India,California,Houston,Doctor,Middle,5,1,Math,35,4.344092072884667,Book,3,89
Student_897,17,Male,Australia,Texas,New York City,Business,Low,12,5,Math,100,4.287548731715559,Interactive Session,3,114
Student_898,11,Female,India,Maharashtra,New York City,Doctor,Low,8,8,Computer Science,29,4.356897772403195,Interactive Session,1,100
Student_899,10,Male,UK,Ontario,Toronto,Teacher,High,11,11,Math,33,1.3597017884839167,Video,4,103
Student_900,13,Female,India,New York,Toronto,Business,Low,5,1,English,73,3.4059163859473673,PDF,4,86
Student_901,15,Female,India,Maharashtra,Houston,Doctor,Middle,2,2,Science,32,0.996605869288111,PDF,4,115
Student_902,10,Female,Australia,Ontario,Toronto,Engineer,Low,5,2,English,9,2.793174482772555,Video,1,113
Student_903,18,Male,Australia,New York,Los Angeles,Other,Low,2,11,Science,26,4.667804237447189,PDF,5,103
Student_904,16,Female,UK,Maharashtra,Los Angeles,Business,Middle,4,5,Math,84,2.7617714505017585,Online Course,4,97
Student_905,18,Female,India,California,Los Angeles,Teacher,High,2,7,English,51,1.0791724642410574,Video,3,90
Student_906,6,Male,UK,Texas,Mumbai,Doctor,High,6,11,History,60,4.260781954793869,Video,5,132
Student_907,7,Male,Canada,Texas,Mumbai,Teacher,High,12,9,Math,60,1.5055405083313198,Online Course,3,98
Student_908,13,Female,UK,Texas,Los Angeles,Doctor,High,5,4,Computer Science,60,3.212685159419938,Book,1,128
Student_909,13,Female,Australia,California,New York City,Other,Middle,12,5,Computer Science,54,2.814764741920601,Interactive Session,2,97
Student_910,7,Female,UK,Maharashtra,Toronto,Other,High,10,10,History,26,1.2025185646203054,Interactive Session,5,102
Student_911,17,Female,Australia,Texas,New York City,Business,Middle,3,1,History,79,3.703424466655415,Video,5,82
Student_912,10,Male,USA,Texas,Los Angeles,Engineer,Low,9,12,History,31,0.7414072444321254,Online Course,5,113
Student_913,10,Male,Australia,Maharashtra,Houston,Doctor,Low,5,3,History,58,1.8402225233245675,PDF,5,90
Student_914,14,Male,UK,New York,Mumbai,Business,High,7,11,Math,75,1.4936889241703812,Book,3,116
Student_915,16,Female,Australia,Maharashtra,New York City,Other,Low,3,7,Science,63,1.1925064989625653,Interactive Session,5,123
Student_916,12,Male,Australia,Maharashtra,New York City,Doctor,Middle,12,2,Computer Science,82,4.87001563167319,Video,1,100
Student_917,17,Female,UK,New York,Mumbai,Doctor,Low,4,2,Science,95,3.5719511396060426,PDF,3,97
Student_918,9,Female,Canada,Ontario,Mumbai,Other,High,1,10,History,45,0.6202458358084313,Interactive Session,2,99
Student_919,14,Female,UK,Ontario,Los Angeles,Engineer,Middle,11,10,History,51,3.7017596559344135,Video,5,94
Student_920,9,Male,Canada,Maharashtra,Houston,Engineer,High,1,7,Math,59,1.020350275045438,Video,3,83
Student_921,13,Female,USA,Maharashtra,Toronto,Teacher,Low,1,5,Computer Science,19,1.619377945688925,PDF,3,82
Student_922,10,Male,UK,New York,Toronto,Doctor,Low,12,2,Computer Science,36,2.8658448683983626,Interactive Session,3,114
Student_923,16,Female,USA,Maharashtra,Houston,Engineer,High,12,9,Math,64,4.974053691095944,Interactive Session,3,109
Student_924,17,Female,India,New York,Toronto,Business,Middle,4,10,History,33,1.8620116274279879,PDF,3,119
Student_925,17,Female,Australia,Ontario,Mumbai,Business,Low,11,1,Math,92,1.9825321453845133,Book,2,88
Student_926,15,Female,USA,Ontario,New York City,Business,Middle,4,8,Science,67,1.7062720120718629,Video,4,110
Student_927,6,Female,Canada,Texas,Houston,Teacher,High,2,6,Math,24,3.7535268153060124,PDF,5,125
Student_928,17,Male,Canada,Texas,Los Angeles,Teacher,High,5,12,History,24,2.233512234598857,Interactive Session,3,123
Student_929,12,Female,Canada,Maharashtra,Mumbai,Doctor,Middle,9,7,History,60,3.86134552101704,Interactive Session,5,128
Student_930,14,Female,Canada,California,Los Angeles,Doctor,High,1,8,English,79,1.7092571779455719,Video,2,99
Student_931,15,Female,India,New York,Houston,Engineer,High,4,8,Math,59,2.7009870885451157,Interactive Session,5,90
Student_932,14,Female,Australia,Texas,Mumbai,Business,Low,1,11,History,19,2.81200311962092,PDF,5,121
Student_933,13,Female,Australia,Ontario,Mumbai,Doctor,High,3,8,Computer Science,63,1.4516664640798838,Interactive Session,4,88
Student_934,13,Female,Canada,Texas,Houston,Business,High,1,2,Math,85,1.725209523580776,Online Course,5,102
Student_935,7,Male,USA,California,New York City,Doctor,Middle,8,7,Math,15,4.027619546078314,Book,2,106
Student_936,14,Female,UK,New York,Mumbai,Other,High,9,8,Science,3,1.4112564264728065,PDF,4,86
Student_937,13,Female,UK,New York,Mumbai,Doctor,High,8,7,History,93,2.678061809600169,Online Course,1,102
Student_938,10,Male,India,New York,Mumbai,Doctor,Middle,8,4,Science,20,2.0034494449580436,Interactive Session,5,95
Student_939,15,Female,USA,California,Los Angeles,Teacher,Low,7,8,Math,47,1.4349647420198213,Interactive Session,4,124
Student_940,10,Female,USA,Maharashtra,Toronto,Business,High,11,12,Computer Science,82,4.61323180336419,Book,1,104
Student_941,9,Male,Australia,Texas,Mumbai,Doctor,High,11,10,History,9,4.5864057176690975,Book,1,85
Student_942,7,Male,Australia,New York,Los Angeles,Doctor,Low,4,5,Computer Science,22,3.4238083691406693,Online Course,2,85
Student_943,16,Male,USA,New York,Houston,Engineer,Low,11,9,English,6,0.6490640413790243,PDF,5,117
Student_944,16,Male,UK,Ontario,Los Angeles,Other,High,12,8,English,16,3.3172096537410094,Interactive Session,4,91
Student_945,10,Male,Canada,California,Los Angeles,Doctor,Low,5,1,Science,21,1.0939246227900907,Video,5,90
Student_946,7,Female,Australia,California,Mumbai,Engineer,Middle,9,3,Science,9,4.846247853657648,Video,5,139
Student_947,9,Female,UK,Texas,Mumbai,Teacher,Middle,1,11,Science,59,2.4671138015598446,Interactive Session,5,110
Student_948,6,Male,UK,California,Houston,Teacher,High,3,7,English,21,2.7066496810187677,Video,5,130
Student_949,13,Male,USA,Ontario,Toronto,Doctor,Middle,3,2,Math,48,3.0096677803555196,PDF,5,106
Student_950,17,Female,India,Ontario,Mumbai,Teacher,Middle,8,3,History,59,4.998137101648882,Online Course,3,125
Student_951,16,Male,Australia,New York,Houston,Business,Middle,3,2,Computer Science,42,2.2520523745509466,Online Course,5,91
Student_952,11,Female,Canada,New York,Mumbai,Other,High,5,4,Math,77,1.4801564483524232,Video,5,82
Student_953,8,Female,Australia,New York,Mumbai,Engineer,Middle,2,12,Science,100,3.5428515239645204,PDF,3,96
Student_954,17,Male,Australia,Texas,Toronto,Business,Low,9,6,Math,79,1.006601539005488,Video,2,93
Student_955,9,Female,Australia,Texas,Houston,Other,Middle,6,10,Science,97,1.5822869981808458,Book,1,131
Student_956,15,Male,UK,Maharashtra,Toronto,Teacher,Low,1,7,History,25,0.6808017492937968,Online Course,1,122
Student_957,16,Female,USA,Ontario,Los Angeles,Doctor,Middle,9,11,Computer Science,60,4.053384687069512,Interactive Session,1,117
Student_958,7,Male,India,Maharashtra,Toronto,Other,Low,8,5,Computer Science,26,2.226004977963287,Book,3,125
Student_959,13,Female,USA,Ontario,Los Angeles,Doctor,High,8,12,Computer Science,82,4.893366676532755,Interactive Session,5,134
Student_960,7,Male,Canada,Maharashtra,New York City,Engineer,Middle,11,10,History,50,3.7761973427370847,Book,3,102
Student_961,18,Male,Canada,California,Toronto,Teacher,High,3,1,English,61,3.8781461735131018,Book,5,110
Student_962,12,Female,USA,Ontario,Los Angeles,Business,High,6,9,English,6,4.341146723691843,Book,5,132
Student_963,7,Female,Canada,Ontario,Toronto,Engineer,Middle,6,6,History,68,2.002475759226406,Video,4,120
Student_964,8,Male,UK,Ontario,Mumbai,Doctor,Middle,4,8,Computer Science,64,1.5156113258995034,PDF,4,97
Student_965,15,Male,USA,California,New York City,Engineer,Middle,1,6,History,76,2.2170161233866543,Video,2,80
Student_966,7,Female,Canada,California,Mumbai,Doctor,Low,12,10,History,72,3.3974457756440906,Video,1,123
Student_967,10,Female,USA,California,Mumbai,Teacher,Low,2,2,Science,55,2.9130947390679167,Video,1,100
Student_968,11,Male,India,Texas,Mumbai,Engineer,Low,3,11,Math,89,4.599475951934357,Book,5,120
Student_969,8,Female,India,New York,Houston,Business,High,9,6,Science,8,1.1213328779630087,Video,2,83
Student_970,16,Female,Canada,Ontario,Houston,Other,Low,8,5,History,81,3.6997213851379716,PDF,1,94
Student_971,13,Female,USA,Maharashtra,Toronto,Business,Low,8,3,Science,38,0.8766958105039028,Video,3,92
Student_972,14,Female,Australia,Texas,Toronto,Other,Low,9,2,English,2,3.131851256052009,Video,3,102
Student_973,18,Male,USA,Maharashtra,Mumbai,Business,High,4,4,Math,91,2.118996755722251,Online Course,4,91
Student_974,11,Male,UK,California,Houston,Engineer,High,1,10,Math,31,4.802674209076929,Video,4,112
Student_975,9,Male,UK,New York,Mumbai,Business,High,9,3,Science,42,1.6364341428187719,Online Course,3,131
Student_976,8,Male,India,New York,New York City,Business,Middle,9,4,History,59,2.5187407647428675,Video,2,130
Student_977,10,Female,UK,Maharashtra,Mumbai,Engineer,High,3,5,History,7,4.753996419508617,Video,3,137
Student_978,10,Male,Australia,New York,Los Angeles,Doctor,High,9,1,Computer Science,30,4.889021936664259,Book,5,136
Student_979,11,Male,UK,Ontario,Los Angeles,Business,Low,6,10,Science,64,3.885365844172155,Book,4,119
Student_980,10,Male,India,Texas,New York City,Doctor,High,12,1,History,87,4.763255091362884,Interactive Session,5,89
Student_981,10,Female,Canada,Maharashtra,Toronto,Other,Middle,1,7,Science,65,2.2377516193648845,Interactive Session,2,106
Student_982,17,Male,Australia,California,Los Angeles,Teacher,High,8,9,Science,41,3.42829850646368,Book,4,88
Student_983,16,Female,UK,Maharashtra,Toronto,Doctor,Middle,8,2,Math,6,1.8792583259703826,Interactive Session,2,105
Student_984,10,Female,India,Maharashtra,Los Angeles,Other,Low,8,11,Science,26,4.747197910498759,Interactive Session,2,135
Student_985,11,Male,Canada,California,New York City,Doctor,Middle,3,6,Computer Science,82,4.1328379673131845,Video,3,96
Student_986,13,Male,USA,New York,Toronto,Engineer,Low,8,11,Computer Science,65,3.895222768685177,Online Course,2,107
Student_987,18,Female,USA,Maharashtra,Mumbai,Engineer,Low,3,4,Science,15,4.671610803760642,PDF,2,99
Student_988,17,Male,India,Maharashtra,Houston,Teacher,Middle,6,9,History,79,3.359702881383167,Interactive Session,2,118
Student_989,7,Female,Canada,Texas,Los Angeles,Business,Low,4,11,History,74,2.193213485795308,Book,2,95
Student_990,15,Male,Australia,California,New York City,Doctor,High,10,9,Math,14,1.5833895875383663,Interactive Session,5,86
Student_991,15,Female,India,Maharashtra,Los Angeles,Business,High,1,6,Computer Science,42,3.9470559410347272,Video,4,112
Student_992,10,Female,USA,Ontario,Los Angeles,Teacher,Middle,6,7,English,86,3.678624475288791,Online Course,3,135
